income,age,employment_years,loan_amount,loan_term,existing_debt,credit_history,previous_defaults,default
1881.0180733229552,29,10.850554203311777,9261.949308227031,33,19044.968041464115,7.655123176374273,0,0
1586.1442708327709,24,4.393743404554177,24471.854753980988,39,20333.78787878048,2.6514766062868595,6,1
6116.547005439967,76,45.062890526766225,20590.391697801384,40,111063.24700057984,49.29302634722465,0,0
2192.0150773429496,72,47.112992014518404,23813.443259032374,44,26101.708259925563,10.439411592231526,0,0
1500.0,56,8.194310983582268,24146.751934792534,28,524.2681906937469,15.873364638035795,1,1
3471.700121994293,59,3.435970522897492,31419.49017043051,51,1119.9875572628473,22.857704032187137,0,0
1500.0,79,29.456560632514517,20537.450181986518,49,24799.156876852263,7.686895237726007,0,0
2477.1772301497194,65,24.161792694105838,36363.518791641654,24,52468.93840782819,27.63177365822098,2,0
1500.0,43,20.72954449874794,20280.602322277868,23,29447.757656774866,7.273035133189401,0,0
1500.0,57,17.307559592011092,25095.908290302257,20,11640.01132249363,8.951950025797721,0,0
2460.8785017975133,26,4.566824204354502,21154.159281610868,6,28984.71209465841,1.135285917834758,0,1
3314.813425042062,58,21.082837540538332,13070.748434378402,30,19404.979122669774,13.995277025340446,1,0
2426.614984390349,51,1.2606918639939049,4398.938725591692,31,60007.14987580307,30.65641970140882,0,0
2072.2566150777448,62,27.069455450264215,10754.63423360556,40,13495.905318748262,1.3642578105665732,0,0
1871.3080689547382,30,9.936519429291026,6426.741024864405,20,19473.841937374295,10.22587449969527,0,0
1500.0,72,8.505029596093406,15727.69290657925,9,25542.33567466137,21.457488480397604,1,0
1500.0,72,32.09391363203617,6216.106098899167,20,32850.6626119041,30.32648849122477,0,0
1714.108974123945,53,20.776369055624503,3000.0,47,2205.873300216193,17.948430392388005,1,0
3949.7881534557655,42,3.9404391373526098,6366.375548531963,43,29724.098758225417,22.217766278573606,0,0
2667.7482920162392,41,2.8396621958069286,40380.85614426247,50,37947.77560221502,17.71297319173141,0,0
1500.0,61,42.142233547988845,16581.97325179713,44,23186.74055160688,42.34741201910182,0,0
2639.23975523612,34,6.299506714448601,18705.480152122556,59,4620.479991154628,12.710879225947158,1,0
1786.8413761435008,19,0.22742172872352928,28950.18370623706,6,29665.084144834233,0.2958884942066873,0,1
1521.8666199108663,30,2.0558945334524994,3337.9745753591783,27,20091.088279602423,11.554604152311768,1,0
3091.531749447138,48,20.028051407497053,54613.37756231944,16,63965.90800024503,29.506973724237703,1,0
3893.4453448156582,46,17.06446832516381,44684.918175659426,51,21627.035344415857,3.446623701267585,0,0
3685.6569499338893,67,31.53405402638346,15180.824095914171,43,17970.064069263255,44.15116500536588,0,0
1500.0,45,2.376162742809211,18816.2620239127,42,29750.145822298342,17.93345893811538,0,0
1862.9810397497763,77,52.71854042640778,26039.782862060063,56,32782.37104199239,54.39763243195371,0,0
2649.681935062305,44,10.120926317035256,21989.25282485977,31,52442.06504981827,23.809214525693655,0,0
3776.488240615884,32,4.387171690025011,59093.56012931383,56,73824.12721321562,12.479222436621034,0,1
1696.7232485737618,48,13.870843417432177,6044.49330472174,32,4411.509113723149,26.558267810471364,0,0
1993.979287059935,57,15.212576564157501,11445.917510889043,18,13887.220651013622,4.588203320735524,0,0
1500.0,32,12.090078043948042,3884.055220391739,12,9753.192605116737,2.0092199158956676,0,0
1500.0,50,29.736351206332547,6877.38493548748,13,35047.02305313149,3.7689414200629336,0,0
3452.6219342108443,37,5.765611112542518,17464.707583863586,51,42075.94464402094,1.72955268720542,0,0
4656.093243398935,59,35.42136810585815,77290.05014627498,56,12927.309129895246,14.484696688033523,0,0
2122.594485074413,29,8.596754424863738,4941.112792833826,56,15366.411653161374,7.523542557571064,1,0
3835.070488098338,54,33.50907620441143,31700.911419279448,28,83595.10701874524,12.768934070613057,0,0
2694.3164472191415,26,1.9660024974871027,27079.975618266108,31,57056.62186442882,5.762402666200758,0,1
1548.7201125477911,40,12.69310130266154,25209.7282388646,49,34859.34665313123,18.04622875044446,0,0
2693.960199297811,25,1.9218120931831124,48385.776568372814,60,26167.026250888906,4.663503181024919,1,1
5145.7175886549185,49,25.5469292050156,71049.99964710666,32,82503.98664659829,14.418246514772031,0,0
2165.2598979831196,65,0.2502369568400201,37899.5115184244,14,15057.970834270196,13.889319660774973,0,0
5221.573178676642,31,7.342649117523149,75089.9779421172,51,23604.81747926393,1.6172437119180012,1,0
1500.0,44,8.819289213069867,26061.667344771122,43,821.2903472387969,12.834947525695977,0,0
3470.473702825715,42,7.744408969867686,45198.06944069336,52,19386.148500782274,17.27037488087754,0,0
2316.646367288885,30,7.738875886379004,5457.968414122492,18,35003.028717870984,6.57891853804858,0,0
1873.4669124274735,72,45.98016026295567,14674.197832473994,12,42350.20261044989,38.96002364168499,0,0
2322.660156776027,38,12.183907827866525,27853.697882425215,16,7747.265076213056,6.704393446870014,0,0
1500.0,62,37.53961106045579,10443.3219910834,15,34425.43353620408,2.939026774435313,0,0
1957.0244514847248,48,7.937913356430899,11052.347662137887,38,16898.183745643833,23.1329377809773,0,0
2687.6215903447387,54,18.70206677153932,29068.744112478857,44,28678.83109191783,7.910068025864016,0,0
4978.289935527606,65,21.175217336152574,83981.42089445329,55,45424.224867477926,28.965397831093124,0,0
1660.6284265959737,75,0.6637592716764844,3000.0,60,16963.657312229134,45.84468643961979,0,0
1500.0,60,23.386110011911086,21115.39569030666,8,9719.743094537447,5.842620077476422,0,0
1675.7793607217873,71,35.06078917974727,22265.014112344772,46,29267.682530449812,31.720219630703617,0,0
3653.610605924245,22,2.3676576176762802,63526.08840239031,34,69252.64632289283,2.7574974473603753,0,0
2646.0231939796054,30,8.835358785401057,44511.64237419294,42,54449.3950114674,8.958370401827093,0,0
1650.1671881749758,45,15.426167268233081,23032.956970120827,60,14079.621803163147,3.986998500820165,0,0
2928.6507123437245,60,2.8035107037317903,28838.274202103097,50,55983.12722714296,34.6548788031336,0,0
2329.4620781092763,42,2.7946925780330742,10418.631901885368,21,37136.01408467544,2.259565587611279,0,0
3762.183345282235,68,29.82372887719762,38633.88790381926,21,90096.39870222143,25.979173407840367,2,0
1500.9759342606521,52,9.349292527103767,21030.14964416134,49,15939.807811135484,15.076031670727918,0,0
1844.1722657756457,64,3.6636759355992288,29924.23372712615,55,45749.75198054651,10.20123941483545,0,0
1779.9499337384284,56,16.324904251044778,25675.963187673315,48,32946.60761632097,11.47336817499509,0,0
1500.0,24,3.325935588501932,6479.306847371876,54,29110.415810962404,0.9866146997334111,1,0
2598.9587223445174,55,12.163601568935443,29094.478331916565,12,1670.1467597162275,15.751869208386376,4,0
2549.316083673921,49,22.333444768999115,16945.173513873167,20,31700.640426350063,1.1008387546873655,0,0
2214.5674940947088,20,1.2875412162024893,3000.0,43,29250.932725576964,1.7778305505923109,0,0
1941.0358961662346,79,20.30192002659199,8547.848296172759,11,1970.1563803972872,9.972727437232313,0,0
1500.0,62,33.214391271976666,4387.126573302957,23,11704.920880895812,38.98478128406174,0,0
1752.2309305398198,56,24.650411616255347,26855.085668935313,24,41862.732297160175,32.81594120509212,0,1
1828.9677504773229,54,22.948033633844474,9866.560924554145,57,19483.60188030645,16.260379457676724,0,0
1500.0,72,29.885095842501674,8759.798206632666,56,7001.324420936528,26.877188459614985,0,0
2020.8891333659647,67,0.558093736339087,34999.62070673798,7,25935.01536914507,14.793763486189588,2,1
2757.9087472733704,39,14.626650853014672,20531.18076829103,8,2328.059519326389,20.934366599486133,0,0
6231.686277270733,79,22.938549257658543,7247.176213764276,51,80386.99252087892,40.91710362600363,0,0
2430.902331046363,25,6.598267971110589,14160.94081349,59,36115.20525988785,6.6626580015488654,0,1
2544.4065393527053,34,13.087756337235286,7704.69930078258,30,22752.996879236664,6.63674951021085,0,0
2119.752777180614,69,29.972417946096922,5824.541259558471,41,40411.825343016426,45.033845551072105,2,0
1500.0,44,6.556731527301006,3475.9258984616126,59,5089.277887537701,11.654100463643744,0,0
2176.3781357585467,50,6.518956584885331,24126.04611102219,54,47781.479311255855,27.738523907242,0,0
2282.728268257506,63,15.317317695489711,9630.628089679003,33,54525.5276427743,5.8916951772686845,0,0
8559.381072155149,34,7.625087097280296,61123.63154619527,43,264.1691629768487,10.189670828296146,1,0
1986.6428227948932,59,12.13868591159683,31099.50507361453,33,41854.67343846351,27.826844108405016,0,0
2606.727906880606,29,5.66422444931731,21411.007113213454,37,32981.96038681777,7.217877670150702,0,0
2166.5872802551344,65,7.772409999119739,35893.31621850114,56,24991.889432814707,21.01029804784915,0,0
1500.0,63,43.997076577147496,14197.42036158796,46,8950.466507789291,30.776224951385814,0,0
4140.420153337013,79,6.583397852864626,32213.389838848037,41,46302.84038277321,14.607249149812176,1,0
3339.455898226498,44,24.230547631013675,45939.59828335375,44,79347.73876667401,15.49206345692424,1,0
3412.0466159567477,65,42.93816653592666,7656.553034059008,41,17980.430827989614,26.049041449118473,0,0
1500.0,25,3.677523372736486,3781.698766051644,48,6714.046441903588,2.2283766549129886,3,1
4776.851235190573,40,15.948025980393856,57721.33572649013,59,28887.56647086021,17.135003797587046,0,0
1500.0,77,25.72684958038268,13916.98818760083,28,20693.78228764749,4.771451862062177,0,0
3049.617346571392,59,25.831417679239966,44027.506338827945,7,70926.46136643889,7.02902611297487,0,0
7366.8876357828,78,20.43455624526712,122117.98078090785,15,105693.02988529853,28.269002377166267,0,0
1500.0,66,14.455632949701377,11403.355380624462,11,9130.592872718284,42.80336150040459,0,0
1617.3370003539806,76,33.5373275978318,18015.469057770624,13,17808.99566151639,33.35925416262094,1,0
2332.761996627116,79,30.3859101252228,22188.865104351382,20,22767.764772700135,51.36607790729078,1,0
1674.1961024839038,46,16.22701833619947,29612.144577648825,50,1949.160623460852,14.491952136132612,1,0
1500.0,67,14.046368483064127,22692.652387593178,34,19149.0693198397,38.48734246193635,0,0
2293.214069075318,37,6.97219880452291,37836.97964785327,33,7223.990465542122,6.190150500166879,0,0
1500.0,33,1.2584694094336397,7985.672233228906,27,31584.151578145316,12.22713475781457,2,1
2865.4361082506375,34,0.8364219563552915,40497.0629358834,39,39325.45355966955,6.4269771290523,0,0
1500.0,33,3.8018569450952437,8269.567237440047,25,31672.74309815159,8.382467421177841,0,0
5179.500607355928,36,1.3364434679498236,23559.59594480306,38,123795.85097334931,3.1658668475428975,0,1
1500.0,73,5.707608974910738,25578.787071216546,20,35369.56090313537,50.62381632580561,0,0
1849.8617139954818,73,44.71106229666654,3000.0,12,4644.509512439915,38.58025156905013,0,0
3454.505049185421,25,0.2721158791168251,60148.487620127475,29,81596.88360565207,6.011983734045653,1,1
1500.0,55,24.380883375585483,5306.178373214558,31,29840.52029210663,7.690927564751,0,0
2502.6437798695874,55,10.08463670616982,37365.5912924688,55,48655.03049990219,2.5043211449617484,0,1
4532.04483397188,70,45.32037539682258,25790.432314518563,15,10211.664632895272,17.534881692172767,1,0
1500.0,46,13.579783968169988,10442.909349483547,20,6731.8013356349675,14.467190946738091,1,0
2444.38447608535,58,12.22305837311303,11451.650614748594,42,59591.85568776451,32.094795318361406,0,0
2547.6726543574973,53,18.11736274913021,27906.54060547063,29,13589.93286601263,13.920424542713091,1,0
3394.808321961812,43,9.54895047613172,23484.008567760746,16,14347.59130269124,6.748958122526455,2,0
1500.0,48,16.929031940094905,18263.52250711391,45,13588.185701605044,11.176353372461413,0,0
1500.0,61,4.924913338032974,3000.0,26,34250.85740755838,30.255118649829697,3,1
2942.6560212384206,77,58.822439665940514,6163.019377303326,45,35031.83907022692,19.836867720110003,0,0
2600.1946075813,29,4.681114654663893,7005.547270172494,43,59842.42055506452,10.770821889906557,0,0
2534.5491945593317,72,18.80445454419791,20587.871024243697,20,21184.952165284623,9.44887079091994,0,0
2671.903757807795,34,11.363357573060238,39681.87200262698,20,15131.568460828208,12.049537994144043,0,0
1519.2717742238237,32,5.094591690934655,24458.793479582375,42,18808.698846452215,8.248290573353925,0,1
2509.2508801061485,26,6.666194440230061,12952.207484379445,50,38609.64821436598,1.864764801252334,1,0
2594.6057578839736,56,17.26228752569616,27929.076650185165,19,25394.63890021356,28.637318211345786,1,0
1500.0,59,29.50189494388283,21093.307313661313,48,12976.14410979494,18.3491486328719,0,0
6162.118939905528,65,5.050301172768668,36418.741048571064,57,33592.68121808691,32.07271895052195,0,0
2865.8151435547675,29,9.30731104110623,22792.204761642613,26,19702.963880459458,7.284829696811063,0,0
1500.0,49,22.807257590121406,14861.342168485706,49,25241.92361821128,3.4299464306900536,0,0
3168.7880803939393,42,5.081202683087176,10434.414776321282,25,29301.271510303748,20.159592596681932,1,0
1500.0,56,5.520868370339892,3000.0,38,2990.889064538568,25.89604644237612,0,0
3404.646965684241,35,5.3769699283356145,12248.894161269343,8,11759.258229870502,13.269974114823299,0,0
4176.494630102452,32,13.664988204446662,48683.35794153864,45,38880.992016934586,6.268721689496962,0,0
1500.0,49,7.961778811578817,3377.2656691088823,28,34668.84111929482,6.046913372786694,0,0
3751.296794621531,23,2.2806360447331664,15848.622006653457,49,35546.37513942815,1.6310676187366573,0,0
2771.182794911221,75,1.7111528658881698,18687.515673867598,52,4201.257042043906,51.3837460184726,0,0
3470.774642697282,61,17.080783771348,8065.355201232914,28,36269.09677607569,40.33479987961142,0,0
6268.147531550428,60,23.995440648190314,26695.33585819128,32,104806.18376597273,20.238388738146085,1,0
1929.5392757981663,69,48.60935523790622,31821.163703562026,40,28634.17640861452,15.238574332619102,0,0
1500.0,52,17.56902552796219,3000.0,30,10455.111089476128,24.830578219688924,1,0
1500.0,51,27.030541763863695,18162.514066446234,37,25803.334614326028,25.277769338787074,0,0
1500.0,55,20.24372277504932,11302.427738337215,27,23648.414019949963,30.172253004055836,0,0
2116.658743159149,73,2.2431757389534956,26320.711944865794,13,9110.7854951876,1.7096095897372798,1,0
2664.132016429338,71,16.695438585058024,29326.12383688856,56,10799.39238275527,0.5158952370215568,0,0
2571.3335635485387,74,32.230772438541784,12341.060987766115,57,35174.75560818076,20.000715183783743,0,0
3480.5680317746655,79,57.986231921798584,53609.66242906491,43,57380.519368504865,9.302293684367099,1,0
2224.1965772882536,22,3.4365214390049332,20825.122536191542,23,53486.955762588346,3.2199274340564576,0,0
4912.035723187989,35,3.88204544104041,73597.58296788867,33,51813.458271543546,9.058345510836919,0,0
1909.1983897573107,33,3.3016474502874527,15086.89255505842,33,36510.51911609496,12.380221895426967,0,0
9858.536825686822,25,1.4082107697973054,174887.0363406054,16,28718.10195321456,1.238391537208946,0,0
3115.4131076937697,42,22.139973511260074,43922.08810352331,17,69287.4906105468,15.053345012683867,2,0
1500.0,49,26.432650746153342,26131.730230370624,60,23741.532802456495,17.98533481589347,1,0
1500.0,79,47.26788936742987,14615.325212201398,7,23588.637425671775,20.763076351195377,0,0
2879.4651048093538,43,9.81837785560569,26067.075564917308,42,10253.964838940856,12.927032513944036,0,0
1952.9483188239008,69,25.723415919237105,27034.10651562876,9,1932.62445075956,30.040404393360646,0,0
3270.5069149869696,39,9.75096664069821,52213.48418408359,46,57352.35640725868,18.67924389525225,0,0
2864.8769920510676,48,7.601943226781179,49821.58182053711,50,8383.808901465352,1.6691515426855197,1,0
2121.638821492069,60,21.211177938248213,13827.531519764625,50,6734.6199578940705,34.58170240663994,1,0
1500.0,27,0.27446893067479017,21866.966632987293,52,7031.255488011937,8.821407503528526,0,0
1500.0,73,7.249570542360254,6871.462739706186,39,3665.4931177350913,40.24762819597479,0,0
1727.476196460067,74,49.649017385461,17749.410052294195,28,27008.76731218803,41.291431006604256,0,0
3536.9474677074963,29,8.268477437345656,14350.87617020008,18,37315.22073516392,2.3977172718410573,1,1
2484.3132924413294,70,21.98915727107253,17156.0593128834,12,16526.651485993425,27.199810609355133,0,0
1500.0,45,13.963059781664684,25249.63836376471,37,16528.10251393412,19.060388644948166,0,0
2429.0354156027934,23,1.8499944297998872,8461.646637466152,28,51261.149018584634,3.011405021764601,1,0
2729.6387648356954,76,42.965232295319005,32075.480735558736,54,63264.79705219806,22.33763321277329,0,0
1500.0,37,14.899556405409513,16620.333959648786,13,18280.355424504058,17.862249791059345,1,0
2403.181607660361,22,3.0531407608126364,7335.83681334094,55,34050.254542174516,2.055946965551494,2,1
2280.191694946826,40,15.897457946357891,14916.201736528832,52,14661.628627547007,21.337269039581628,1,0
1500.0,26,1.6360347095423666,15856.028365139277,52,19260.01419889197,4.5110054520193845,1,0
2688.619242839897,75,19.26428881670729,11243.903412405714,42,50285.219278797136,45.22285646092687,0,0
3006.198159615154,76,27.251035229053144,43922.365321308695,39,36986.55340703036,43.03733998292157,0,0
4006.5194817669053,46,9.262203759974357,70220.90739298423,53,30256.524048141247,18.503065705401944,0,0
3942.5820434191987,33,11.324103002374935,18336.593460527107,34,57367.954150558464,0.21691268630716354,1,0
1500.0,71,17.4557367852476,6266.2551021596855,42,35499.60115821917,4.103744976516163,0,0
1500.0,63,6.220443905340172,13100.84433083484,28,33299.39452436669,26.166792969208878,0,1
2931.4996498631076,39,8.379849493014385,40196.75166783161,43,56375.84413031785,19.147409856440948,1,0
2929.4860380856976,25,6.859401029476662,16953.55199009558,34,20228.806561937727,4.207991668039913,0,0
2931.5196735502986,76,13.101121950147402,3922.2515122761392,49,17703.4111934499,13.687767758594271,0,0
18379.704524583743,37,11.631014519921353,187486.78336410577,10,385301.6445338662,6.084149630695394,1,0
3022.9540087355495,68,21.648652491985317,52182.8658672806,57,13702.859779405086,31.15799370401359,0,0
4123.926828362407,31,0.9233193794412462,31555.077890972087,45,62437.417962595115,7.761708052995225,0,0
3732.0052544881296,56,18.53931102792626,30387.059439145225,16,40952.22139509502,36.316710588173976,0,0
3159.8037120702593,54,25.27791583133925,55205.9708323294,19,36968.63441372917,19.047044304271765,0,0
1856.7852579718665,67,25.147778815563118,23782.317204812334,54,21099.737223037744,17.395729216688736,1,0
3352.404307992807,51,28.779500103637176,44338.64019749079,47,75424.91872137893,17.3247609724668,0,0
1500.0,28,2.8893701665758265,15848.901136962224,7,3266.034408579562,7.862339832708018,0,0
1938.6551040041184,71,4.571206079110141,34058.98416184476,40,37944.3972730072,28.639281706545464,0,0
1690.957217895244,57,36.52605885466224,21493.30103598901,50,35299.267600855404,12.716049461220841,0,0
2310.0646188725264,50,12.102283184903008,37458.98398653134,54,54452.67843956855,10.83587363536251,0,0
7887.718524802409,48,17.292166543609,101668.28032148923,40,89249.52622217302,22.704354577270514,1,0
1500.0,76,45.936181315551366,20245.453533430096,47,18752.444695759375,3.854000057954347,0,0
3220.9869722885264,71,17.18862418540577,19122.95351840658,33,77407.92822818075,14.562029637249154,0,0
1500.0,61,30.79507514163728,9238.706799352385,13,17191.91478559361,6.5806163875672885,0,0
1703.4952927501492,51,4.468822043988325,24378.276595172796,37,21444.811334664522,31.174295895508635,0,0
4019.5403260934277,67,14.273393613069759,24294.129529600563,9,33387.74076202265,4.4146188952407455,0,0
2287.8184727119074,24,0.8682638168191195,24175.586458487152,50,1808.9466480281721,4.549101657577539,1,0
1500.0,75,46.2401418288774,7858.483928120901,12,16239.545691055975,35.9342574597427,1,0
1500.0,66,10.687163290885698,22333.076210631272,44,24565.924156776975,30.374611232206618,1,0
3209.2057702577335,71,38.02238843647614,9237.77252793778,53,55354.45993766886,40.46195043883791,0,0
1500.0,79,57.541202231984805,22650.889313922446,32,244.0742581728564,24.429766296501402,0,0
2487.546654090382,40,11.610988599515295,27975.961129835607,42,49816.403740899164,8.81635402994003,1,1
2264.3986635166266,63,24.301313651730947,9459.439578152744,22,27875.631463185015,12.991760200685507,1,0
1543.20979506914,73,25.35684624537966,15763.273170250162,15,20090.4835606998,32.87625202871134,0,0
7180.82278242144,24,1.9553408603618565,41666.58220431741,9,172652.77467159487,5.57883151266155,0,0
3129.5842970661192,71,25.20971663902061,20338.995250634787,28,22256.12938136204,48.97110956771935,1,0
1500.0,42,14.467380774402226,10463.96506072045,19,28561.949586306277,16.871056132353246,1,0
2446.833143977264,78,59.15949433023956,5080.670890417731,10,35159.53920704327,54.371146261983014,0,0
1534.5883441953276,20,1.8755291186364484,27256.358592190652,7,26885.928768424576,1.9270376567115368,0,1
3529.241781704898,76,50.00487158100106,5421.228343616024,51,36864.470198785384,46.1160866941619,0,0
1500.0,55,32.89782982107976,18393.6702661991,29,10470.282711160065,15.08983317090381,0,0
2073.296138332544,37,8.889134482548815,15157.598563474376,23,28307.02070224237,9.181274360302396,0,0
2915.343712330575,51,21.69566279685634,34932.15838913974,32,27327.057837830176,30.731478363154753,0,0
3555.195582127263,66,42.96320270093828,25086.243245925325,29,19812.32095455004,32.160387613186096,1,0
1500.0,61,16.89688289462818,18680.641479600898,34,31471.35555426609,35.289840331005536,0,0
1837.2484436266789,61,41.35578656885516,24613.624125363596,16,21855.521433613063,4.992903537052965,1,0
1700.674266670173,47,12.057795800006307,21665.561056920073,53,36025.20191969817,5.623141037628681,0,0
1541.7430748027245,34,9.61732264629145,4528.644699148109,23,18270.872733876502,5.505735477167502,6,1
5831.326783833649,76,41.168673369797574,70950.8317109704,53,81171.73319618191,10.917958022454044,0,0
2759.321074713067,27,8.555328117683445,15893.10535443435,58,68657.44362757757,8.158185581863862,0,0
1500.0,52,8.316953317777045,3000.0,9,35681.40795131849,7.374278597914037,0,0
3658.556943371429,37,14.176488586534203,29459.144737738476,38,24849.82156930096,10.586490572279425,0,0
7095.286067389004,35,8.853864964449397,59389.19579530794,19,154083.9615208894,1.4527157925411096,0,1
3896.5853343604535,62,11.816514187308208,34843.111236793324,49,38031.01222644284,6.818321247050222,0,0
1500.0,61,33.3940941112448,19473.016217463264,47,2671.8276716397286,10.638850803761812,0,0
1692.0079858483555,44,14.35777928452001,10575.633240479081,37,24355.651879611192,25.55522843859404,0,0
4432.863897053916,76,38.3364815976812,28191.989164765127,56,108278.44783310192,46.2296979062269,0,0
1500.0,79,19.69696518325196,3044.082534152145,9,36536.763262698194,41.08685858494371,0,0
2818.8962468279997,76,27.91388920600109,35732.21796287094,25,8912.319496396622,53.14319506328851,1,0
3381.412259231353,66,29.63300404742722,36022.33207092094,26,65196.72798175803,45.89801564964551,1,0
1500.0,53,14.17187849944454,10410.340373691595,8,30106.239159382778,15.875051999756224,0,0
2137.219692427616,80,12.29909747055748,27758.6638270542,30,19702.215363038493,20.316745865442936,0,0
1500.0,40,21.156090830936687,15202.622605285369,9,24697.31929456767,6.9369371907940325,0,0
1500.0,49,15.85549374132114,13465.74611969876,52,18305.980435395813,1.1076021645249043,0,0
1921.9345132008393,27,6.605283332589305,18628.383407653644,16,10949.890245223984,2.516742843537041,0,0
1500.0,28,4.110471935560581,17726.877194309942,21,28547.410545937033,3.550459671937439,2,1
5419.865166866743,55,13.139875268951505,66230.99231864508,41,35602.10621431032,1.365257059603144,0,0
1500.0,23,2.035821492335625,8868.424388088288,11,12766.790739062219,4.413024078094479,0,0
1733.6348146686173,76,23.73340533956769,5881.593924712433,36,8235.563054731041,49.17569067638513,0,0
2372.9930259331245,58,21.767204637678145,8691.753958926514,45,42670.64469111052,10.060036797376114,0,0
4879.023171258025,79,33.15166206886315,57912.273284061026,18,55953.132196320264,48.956092918884714,0,0
1500.0,64,22.869075530612097,23758.268787061712,28,16626.497056459993,36.625746437758856,0,0
4187.001246328085,51,4.447930902275457,33334.545518920226,57,63282.636928804066,11.055421071256667,0,0
2220.812021774335,53,17.36264174751859,8620.842991651642,9,8731.313855814016,24.3973813520883,0,0
1500.0,54,6.087740415143454,20793.363706493292,42,33680.770860965975,10.43488216908484,0,1
2847.3867159565452,34,2.0181725807322426,43144.517716761475,47,33108.6265864651,1.124419774203199,2,1
2463.855879710153,57,36.37318297630554,39347.53579061328,42,22576.73389588529,19.687115523230165,0,0
1587.4444175114243,57,23.593050512760467,17963.734208904392,49,5027.857496441772,17.094754594283312,0,0
2294.777451444522,71,34.952973080602966,35872.84577971228,38,9635.438026441183,7.322104469527084,0,0
1786.6140614161213,29,4.419730373667002,3000.0,47,41108.21696019645,5.396086706890928,0,0
2350.620323820742,38,18.179617838297283,6635.821460191865,34,26833.331972803047,18.987514915138327,0,0
3178.5228999357328,57,24.879289093606953,8180.860434824123,42,57386.95314121877,28.524332740376078,0,0
5283.3162060763025,36,13.845057651424574,69286.8861125079,24,10634.83377137458,13.299701579024294,0,0
1500.0,20,0.7371249380554277,3274.3354803612647,56,24129.920404743145,1.5151015901645806,3,1
7137.8604678171805,35,16.320201973925133,67368.51420943948,25,164441.8853330024,12.658774723565276,0,0
1500.0,70,42.66398708823238,13554.025915225373,37,11248.629408055916,1.0348746408315503,0,0
2031.4766019325757,68,42.69742315072718,12761.65455212432,49,29412.759410771698,46.23454678469658,1,0
3052.067361930315,36,3.0994968136635768,48213.16594613708,60,71740.30103364405,14.94247975989792,0,0
2577.423478674441,64,12.464307562076097,10045.158591884205,21,46349.97097290861,12.630652741918123,1,0
1567.9358123931138,23,1.4281329984178854,10962.799189714251,10,2443.0596803346803,2.7637175241831513,0,0
